"Product","Record Type","Account Number","Interest Rate","Loan Term(months)","Branch Code","Household"
"Savings Account","Closed","463025517186726","0.6000000000000001","12","B094","High Income"
"Checking Account","New Application","033297239104050","1.0","36","B086","Secondary"
"Personal Loan","Closed","150270299508015","0.5","12","B083","High Income"
"Savings Account","Closed","627721163155799","0.8","48","B042","Middle Income"
"Mortgage","New Application","169280793899603","0.8","84","B011","Secondary"
"Personal Loan","Servicing","512289826727432","0.7000000000000001","72","B098","Secondary"
"Checking Account","Servicing","052267872612872","0.9","84","B014","High Income"
"Personal Loan","New Application","849464162580934","0.5","72","B020","Middle Income"
"Checking Account","New Application","535782058706282","0.6000000000000001","48","B020","High Income"
"Savings Account","Closed","626406820334642","0.8","60","B023","Primary"
"Savings Account","Closed","414261736318988","0.4","24","B018","Middle Income"
"Checking Account","New Application","840696350503714","0.1","48","B018","Low Income"
"Personal Loan","Servicing","972974499297680","0.8","36","B069","Secondary"
"Checking Account","Servicing","152290992786220","0.2","72","B027","Low Income"
"Checking Account","New Application","121864512421488","0.7000000000000001","36","B036","Primary"
"Personal Loan","Servicing","215911569364492","0.6000000000000001","12","B079","Middle Income"
"Savings Account","New Application","374910195281181","0.30000000000000004","60","B086","Low Income"
"Checking Account","New Application","115499780313057","1.0","48","B021","Low Income"
"Mortgage","Closed","193392080750477","0.7000000000000001","24","B098","Low Income"
"Savings Account","Closed","187871499867472","0.7000000000000001","60","B022","Low Income"
"Personal Loan","Closed","065528378349248","0.30000000000000004","48","B084","Middle Income"
"Savings Account","Servicing","773464082281658","0.1","60","B060","Primary"
"Savings Account","New Application","329727794675199","0.30000000000000004","84","B019","Middle Income"
"Mortgage","Closed","082680540881920","0.4","36","B039","High Income"
"Checking Account","New Application","998090278826886","0.7000000000000001","12","B005","Low Income"
"Savings Account","Closed","390259746724670","0.7000000000000001","12","B044","Secondary"
"Mortgage","Closed","499928992952437","0.4","36","B067","Low Income"
"Savings Account","Closed","464189981123326","0.5","72","B089","Middle Income"
"Mortgage","New Application","140477428635282","0.8","48","B059","Low Income"
"Checking Account","Servicing","709308735278354","0.4","72","B001","High Income"
"Savings Account","Servicing","419082885724829","0.6000000000000001","48","B052","Secondary"
"Personal Loan","Closed","783611380747824","0.30000000000000004","12","B056","Secondary"
"Savings Account","New Application","728193135730195","0.5","72","B042","High Income"
"Checking Account","Closed","426868827763372","0.7000000000000001","48","B051","Secondary"
"Mortgage","Servicing","841086635185061","0.5","72","B065","High Income"
"Mortgage","New Application","020250301449779","0.4","60","B029","Secondary"
"Savings Account","New Application","431873974532020","0.2","24","B043","High Income"
"Personal Loan","New Application","152485129728798","0.30000000000000004","36","B045","Secondary"
"Checking Account","Closed","175487856620217","0.7000000000000001","48","B007","High Income"
"Personal Loan","New Application","081853808815494","0.4","84","B036","Middle Income"
"Mortgage","Servicing","180449545975756","0.2","72","B080","High Income"
"Personal Loan","Closed","969307566141417","0.5","60","B021","Secondary"
"Personal Loan","Servicing","201254841710165","0.4","12","B026","Secondary"
"Mortgage","Closed","768525455310785","0.4","84","B037","Low Income"
"Checking Account","New Application","347441462010086","0.30000000000000004","36","B001","Low Income"
"Checking Account","New Application","920836888554170","0.8","72","B068","High Income"
"Checking Account","Servicing","403753575140706","0.7000000000000001","84","B004","Middle Income"
"Savings Account","Servicing","875086895369780","0.6000000000000001","12","B061","Low Income"
"Mortgage","Closed","561597663223784","0.9","48","B068","Middle Income"
"Mortgage","Servicing","736394185529226","0.30000000000000004","36","B033","Low Income"
"Mortgage","Servicing","037878176002022","0.30000000000000004","36","B050","High Income"
"Savings Account","Servicing","758850613722689","0.7000000000000001","60","B016","Secondary"
"Savings Account","Closed","075407806901314","0.30000000000000004","84","B051","Secondary"
"Mortgage","Servicing","662832409834746","0.30000000000000004","36","B009","High Income"
"Savings Account","Servicing","313929755502250","1.0","60","B061","High Income"
"Personal Loan","Closed","282766696197396","0.4","36","B038","Secondary"
"Savings Account","Closed","900832887250580","0.2","72","B070","Middle Income"
"Personal Loan","New Application","262977501315450","0.9","84","B064","Secondary"
"Savings Account","New Application","844611252747468","0.9","72","B057","High Income"
"Mortgage","Servicing","364583063762037","0.1","24","B080","High Income"
"Checking Account","Closed","863878712398144","0.5","72","B089","High Income"
"Savings Account","New Application","887789630786885","0.9","12","B023","Low Income"
"Mortgage","New Application","879706523342635","0.30000000000000004","12","B025","Low Income"
"Mortgage","Closed","109805153139765","0.8","48","B019","High Income"
"Checking Account","Closed","124431952758502","0.8","72","B045","Primary"
"Mortgage","Servicing","140728030045852","0.30000000000000004","72","B056","Low Income"
"Mortgage","New Application","636847613841230","0.2","72","B044","Primary"
"Mortgage","Servicing","442583719572741","0.4","84","B056","Secondary"
"Checking Account","Closed","242330828438446","0.5","60","B057","High Income"
"Savings Account","Servicing","878662097775453","0.6000000000000001","12","B065","Primary"
"Savings Account","Closed","835738492355723","0.5","12","B046","Low Income"
"Personal Loan","Closed","699553583070747","0.4","48","B086","High Income"
"Mortgage","New Application","807819134718309","0.6000000000000001","24","B026","Secondary"
"Checking Account","New Application","470724614593651","0.1","84","B027","High Income"
"Savings Account","Closed","074429805931195","0.7000000000000001","48","B065","High Income"
"Personal Loan","Servicing","828967163125430","0.1","24","B040","High Income"
"Checking Account","Servicing","761716378574538","0.7000000000000001","48","B033","Primary"
"Mortgage","Closed","696552754730626","0.7000000000000001","12","B001","Middle Income"
"Savings Account","New Application","855368819484261","0.8","72","B069","High Income"
"Savings Account","New Application","899403406764331","0.7000000000000001","36","B051","Secondary"
"Mortgage","Closed","642925859444585","0.7000000000000001","24","B038","Secondary"
"Checking Account","Servicing","789166246104799","0.5","60","B018","Secondary"
"Savings Account","Closed","778481951688521","0.1","12","B080","Primary"
"Mortgage","New Application","760126207137515","0.8","72","B007","Primary"
"Mortgage","Servicing","252334491728609","0.5","72","B064","Middle Income"
"Mortgage","Closed","558395234715678","0.4","84","B023","High Income"
"Savings Account","New Application","595980133059177","0.8","48","B009","Middle Income"
"Personal Loan","New Application","411182929420274","0.30000000000000004","36","B032","Middle Income"
"Savings Account","Servicing","393220462744004","0.7000000000000001","12","B037","Low Income"
"Checking Account","Closed","185784845382887","0.2","84","B067","High Income"
"Savings Account","Servicing","589372859517290","1.0","72","B083","Secondary"
"Personal Loan","Servicing","149403860833066","0.5","12","B003","Primary"
"Checking Account","Servicing","784643899173141","0.6000000000000001","60","B021","Middle Income"
"Mortgage","Closed","419478365758442","0.7000000000000001","36","B062","High Income"
"Mortgage","Servicing","821582347396508","0.4","48","B041","High Income"
"Personal Loan","Closed","231239682619528","0.30000000000000004","36","B084","Secondary"
"Mortgage","New Application","931064283633923","0.6000000000000001","24","B098","Low Income"
"Checking Account","Closed","464382094623545","0.1","36","B023","High Income"
"Mortgage","New Application","245206971815265","0.1","24","B043","Primary"
"Savings Account","Closed","473745159679906","0.9","48","B010","Low Income"
"Checking Account","Servicing","709907543074342","0.6000000000000001","24","B006","Secondary"
"Personal Loan","New Application","057371115327753","1.0","24","B087","Low Income"
"Mortgage","Servicing","514946230056144","0.6000000000000001","72","B046","Middle Income"
"Savings Account","Closed","655018315003485","0.8","48","B098","Middle Income"
"Savings Account","Servicing","953183355920988","0.1","24","B057","Low Income"
"Personal Loan","Servicing","521690178561467","0.6000000000000001","72","B089","Middle Income"
"Checking Account","Servicing","438267798923618","0.9","36","B078","High Income"
"Mortgage","Servicing","566643229641737","0.8","12","B046","Secondary"
"Checking Account","Servicing","865498073937168","0.9","72","B095","Middle Income"
"Savings Account","New Application","673062369749920","0.7000000000000001","72","B091","High Income"
"Mortgage","Closed","970713717396647","1.0","72","B059","Primary"
"Checking Account","Closed","664164922477929","0.4","24","B021","Secondary"
"Savings Account","Closed","337144591683123","0.7000000000000001","60","B027","Secondary"
"Personal Loan","Closed","594161345893132","0.4","12","B054","Middle Income"
"Checking Account","Servicing","798165140545569","0.7000000000000001","24","B043","Low Income"
"Personal Loan","Closed","817064101493747","0.9","36","B047","High Income"
"Savings Account","New Application","312455050931076","1.0","72","B071","Middle Income"
"Personal Loan","Closed","505863734452541","0.7000000000000001","72","B079","Middle Income"
"Savings Account","Servicing","216632519025631","0.8","60","B083","Primary"
"Checking Account","New Application","537882813896666","0.6000000000000001","60","B096","High Income"
"Savings Account","Closed","903164914249147","0.9","60","B081","Middle Income"
"Mortgage","New Application","787949330209089","0.9","84","B100","High Income"
"Mortgage","New Application","040668885169059","0.6000000000000001","12","B042","High Income"
"Personal Loan","Servicing","133132048756168","0.7000000000000001","84","B097","Low Income"
"Mortgage","Servicing","133072898255155","0.4","72","B079","Middle Income"
"Checking Account","Closed","001394080756986","0.9","24","B064","Middle Income"
